"review_id","business_id","user_id","stars","datetime","date","time","text","timestamp"
"8kHiL5v0c61NfgQeXuPlsg","0bbWKI1lA-bmEeeWOrDmSA","jz1_R_ilTsC-Kqc04oa3IA","3","2014-10-26 17:40:47","2014-10-26","17:40:47","This franchise used to have a homier feel to them, now that they have hit the big cities, they have become more like cafeteria's with table service. big boring faceless places, overworked and stressed wait staff due to the volume. And the food was just average at best. 

I've been here twice and probably will likely never return if i can avoid it. Not that i had an horrible experience here, or that the food was terrible, i just found the whole experience very rushed, and again very cafeteria like, and for the price, i just don't think it's worth it. I'd rather go elsewhere with better atmosphere and food.

This franchise has really lost it focus.","2019-12-29 01:12:25.950277+00"
"omqrEdaBAI2vCGXM4DMxzg","0bcPbnWTIjEBq4FMtXBtDw","OPHtdryCpZaooJ_kfJlDxA","5","2017-11-01 20:57:20","2017-11-01","20:57:20","I stayed here for in-patient acute rehab for some major injuries: 4 fractures in pelvis, several broken ribs, collapsed lung and spleen laceration. 

At first I thought to myself, ""Meh... This place is for old people.""  The accommodations are like an extended stay Hospital - not super nice, but clean, tidy and they have everything you will need. I have occupational therapists working with me as well as physical therapists, nurses and a couple of doctors checking in on me. 

The staff here are all super personable and remember my name and it's only been two days!  The cafeteria staff remember what I like to eat!  They are so focused on taking care of you and making sure you are comfortable it is amazing. The most important thing is that they are committed to the safety of their clients and to ensuring fast, long-lasting recovery. 

I couldn't have picked a better place to get the help I need.","2019-12-29 01:12:25.950277+00"
"HUPKABWNVa--lN_eKkS86Q","0bcPbnWTIjEBq4FMtXBtDw","bxrvoG5YLC9BFywcyZm23Q","4","2016-10-05 00:10:06","2016-10-05","00:10:06","Very nice place, they treated my Mom very well.
the nurses are nice very friendly everyone had a smile.
The cafeteria food I thought it would be all healthy and flavorless, but it was good and a mixture of healthy and unhealthy (to my surprise) 

the only BAD thing is that there was ANTS in the cafeteria on the tables this is for me the only issue! 
Hense the 4 stars otherwise It would be 5 stars","2019-12-29 01:12:25.950277+00"
"3wye3vedT73obbEeN7rhNQ","0bcPbnWTIjEBq4FMtXBtDw","ROWwxCyMAAOCUiBRePt6dQ","5","2015-11-09 20:44:36","2015-11-09","20:44:36","I love this place! I stayed almost two weeks after a bad car accident. Each and every person of the staff from nurses to the cafeteria were amazingly helpful, considerate and nice. Anytime you have a situation where you need rehabilitation, you should go here.","2019-12-29 01:12:25.950277+00"
"qS7A5-UseM4HQlafFNzoCA","0bjFYstj8USMzEV4ZQldjA","bgIYmGzX7s77Ndd2jW4A2g","5","2018-09-07 18:24:47","2018-09-07","18:24:47","This place will forever have a place in my heart. The service is phenomenal. I'm never disappointed but I'm always impressed. It's hard to find coffee shops that are friendly, welcoming, accommodating and sweet -- but the employees at RedHawk are always so chill and thoughtful. There was a time my friend got a free drink for her birthday. And there was another time my friend was offered free tea for her sore throat. RedHawk is a warm, healing hug disguised as a hip cafe.","2019-12-29 01:12:25.950277+00"
"8s5BIAu2ZGyopgLnwNWYVA","0bjFYstj8USMzEV4ZQldjA","wgTvhNy5-Q1razSWHhWs9w","5","2017-04-22 18:18:16","2017-04-22","18:18:16","So glad this place just opened up on campus as a new alternative to Starbucks! I stopped in yesterday for an iced latte to go. The owners are very friendly and the cafe, while small, is nicely decorated and there is enough seating/tables there if you want to settle in and get some work done. They also have fresh pastries from La Gourmandine in Lawrenceville which is a huge plus :) 

The coffee was really delicious and they even used fresh milk straight from a milk jar! It was just strong enough without being bitter, and the prices are pretty fair as well. I will definitely be making this my go-to for coffee in Oakland.","2019-12-29 01:12:25.950277+00"
"-WZUE8N8PCgZYYC3Cybejw","0BjG7BImkDwdvQqKhQLuzw","JesJ-LaNfr3pKhL7gWhDrw","4","2015-03-07 18:08:34","2015-03-07","18:08:34","Cornell is one of the prettiest and best community centres in markham! (Not biased, because I do take shifts there on occasion) This community centre is huge and definitely screams 'community'.
It's located right beside the hospital and that creates the worst part of the centre - the parking. UGH! The parking is a nightmare on weekends and when there's a swim meet in the pool. There is simply not enough space in the little lot and if you have to park on the street, you'll get a ticket. I've actually been late for my shifts because I had to park in the residential areas ... are you kidding? Also, the parking lot is a 'paid' lot, as in you have to get a ticket and you pay on the way out at the front desk. (You pay after a few hours)

The pool is lovely. it's huge, bright and spacious. The pool has a nice slide and a therapeutic pool- which a lot of pools don't have. It's definitely a 'hot tub' and it's a nice relaxing area after your swim. The pool is never really 'busy' as many of the markham pools are, and it's at a nice temperature so you can get a good endurance swim in. The viewing gallery is built for swim meets so it's huge, with a large overlook of the pool. 
The gym is a bit small, with not a lot of room for barbell lifting. I've only worked out there once, and the ventilation is not great. Had to stop running after awhile because I couldn't breathe well.
I love the fact they have a running track. Indoor running tracks are just amazing. 
The facility also has a huge empty gym area for drop in sports (basketball, volleyball etc) and an indoor playground for kids. 
The library is very modern (the outside looks like burberry LOL) and the inside is organized and it just seems like a great place to study.
Cornell is also getting a new cafe, which is a nice change from the other city of markham pools, which have nothing or a small dingy snack bar that's rarely open.

This community centre is super spacious and very nice. I like to work here and I like to visit, even if I live on the other side of markham.","2019-12-29 01:12:25.950277+00"
"4AfDJ5nAYOVvWNN31l5S1g","0bqV9uzFVz98Bn_RImcJTg","0polmlyPlzMKkjwKHYGiUw","4","2018-04-05 03:10:12","2018-04-05","03:10:12","Love love love their food! Definitely choose this over cafe rio any day. The staff here has moderate customer service not bad and not great no complaints here. Only reason I didn't give 5 stars is we just came from there entered the restaurant at 8:03pm and they don't close until 10pm, already had their chairs up, mop out, and grills looked like they were being worked on to get cleaned. The young lady who helped us had a light blue shirt on and she seemed as though she wanted to get the orders out of the way and like she was tired lol I get it but come on 2 hours earlier? Anywho love this place love the food and the staff is ok!! Definitely recommend!","2019-12-29 01:12:25.950277+00"
"dHZjXTvuAeBVwcg1Vwu4Pg","0bqV9uzFVz98Bn_RImcJTg","GKIlAjiM3W1Rp-21hLUnfw","5","2017-07-28 15:00:44","2017-07-28","15:00:44","Come in just about every other week, not once have I had to wait in line! Quick, friendly service !! Plus, that spicy queso sauce is what pushed it over the top when compared to cafe rio or ecoli stricken chipotle. Just alittle pricey but definitely worth it","2019-12-29 01:12:25.950277+00"
"4SspY2CxSa3x1HlvMGoYvg","0bqV9uzFVz98Bn_RImcJTg","y5YNzZwQuYxgE-jSDcZLxA","2","2013-08-25 18:23:09","2013-08-25","18:23:09","Going to Walmart, I've passed by this place many times, so I finally decided to try them out. It's sort of cafeteria style, with food sitting in hot plates or broths, so it's not fresh or really even authentic Mexican food. I wasn't impressed. The pull-pork came out of this broth that seemed days old. Now that I know, I'll just stick with Faustos Mexican food, which is practically across the street.","2019-12-29 01:12:25.950277+00"
"5GD4wJp_SW7f9OueAku_iw","-0BxAGlIk5DJAGVkpqBXxg","wnzWjJf_VH8IyUoV2wTJdA","1","2014-12-24 21:57:14","2014-12-24","21:57:14","I ordered their cafe latte, it was so plain and no coffee taste at all! Wouldn't visit their store a second time","2019-12-29 01:12:25.950277+00"
"y5uKmqAqtq32g7YRalObpw","-0BxAGlIk5DJAGVkpqBXxg","L5t3gZ8j02rCm4SsC1ituA","1","2014-10-12 18:32:54","2014-10-12","18:32:54","Never thought I would be writing a review for a Coffee Bean and Tea Leaf. I have worked for them in the past as a supervisor and have worked at several other cafes so I am typically pretty lenient and sympathetic with all baristas in the world.

Having said that, my girlfriend and I wanted to grab some coffee for the road before checking out from the hotel. They had one girl as an expeditor taking orders to speed up the line. We ordered a reg hazelnut IB and a lg Orchard Peach iced tea. We paid and stepped aside to wait for our drinks. We received two reg sized drinks. No big deal- we let the barista know we had ordered a large iced tea.

Conflict resolution at a coffee shop is quite simple. The cost of avoiding an argument and satisfying a customer far outweighs the cost of remaking their order.

However, the employee here who decided to give us attitude, state that we had paid for a regular (regardless of the expeditor coming over and letting her know she had took the order for a large), and walked away after giving us back the regular sized tea obviously does not share my views.

So double and triple check your order when you ring up everyone, cus they will NOT fix it for you.","2019-12-29 01:12:25.950277+00"
"C2Le_oK3pQk_qSKfqyVPmg","-0BxAGlIk5DJAGVkpqBXxg","tXhscxwFTd-ayLTdPx_2yA","4","2012-05-28 15:39:18","2012-05-28","15:39:18","Kosher... for those who care. The cafe is 24 hour... yay. The coffee is decent. My Bagel wasn't that good, but you shouldn't come here for food :)","2019-12-29 01:12:25.950277+00"
"iNhHOS0lko0REqoGy-z8rQ","0C1ME-oi2GtsHr8xsV9fsA","4NAIytp-JSdQT7-aNMeqTQ","5","2015-10-20 21:27:28","2015-10-20","21:27:28","We went to eat at Cyclo on the recommendation of a close friend.  The atmosphere is fun and festive.  I'm always game for a place that serves tasty Asian food and does not feel like a cafeteria.  On the contrary, the restaurant is chic.

The food is reasonably authentic, and I mean that in a good way.  Authentic enough that I got my VN fix.  The nuoc mam is flavorful without being overpowering.  The seasoning of the food is well done.  The feel of the dishes is authentic with a little bit of fusion.  Little Dining Partner had the pho tai and really enjoyed it.  Dining partner and I had maybe six of the small plate items (salad/goi, pepper shrimps on toasts, spring rolls/chai gio, etc etc); everything was tasty.

We enjoyed the watermelon slices in the water.  We also loved that it was BYOB.

We're coming back to Phoenix for the holidays.  I'm certain we will be coming to Cyclo again.","2019-12-29 01:12:25.950277+00"
"OUDFH93sSx8SjUMIpdJ3PQ","0C1ME-oi2GtsHr8xsV9fsA","juLlBJ6SQMyMLxPLczZxNA","1","2013-11-12 02:01:47","2013-11-12","02:01:47","If I could give zero stars I would.  Stopped in for lunch. No one in the place (not a single soul), that was probably my first warning. I sat down anyway, on their hard, uncomfortable plastic chairs (seriously, the decor is very cafeteria like), and started to look over the menu. Pho for $10?? It better be some amazingly good pho! So I sat and I sat, waited and waited. The server/owner/manager/whoever that greeted me when I walked in had gone in the back and after waiting 10 minutes I decided to just leave. Give me a break. There is NO ONE in the place. I'm your ONLY customer and you're going to just let me sit there forever? No thanks. Went to my usual go-to for pho at Pho Van and had an awesome lunch.","2019-12-29 01:12:25.950277+00"
"Z-tzTpq68AT6jzt_0Px3Ng","0C6uuZBD7xKS-uucgwoyQw","dYjUpkvo80ptVRcGt2uzhQ","3","2018-08-16 02:30:11","2018-08-16","02:30:11","For (seemingly) cafeteria food, this place isn't bad! It's tucked away off the lobby of an office complex - a little difficult to find - but serves decent food.

For lunch, I had 2 pulled pork tacos for about $11 after tax. They were made to order, meaning that the tortilla were warmed up and crisp, and the slaw was dressed in front of our eyes. However, the pulled pork was a little dry, and was under-seasoned - also swimming in thin, oily sauce, which kept running off the meat and making the tortilla soggy.

The variety of choices is what you would expect of typical cafeteria eateries - mostly sandwiches, some salads, and some rotating specials. 

I would eat here again, but not unless if there weren't better options available.","2019-12-29 01:12:25.950277+00"
"3sLjM4WCdQhWX9pgVqx1mA","0C6uuZBD7xKS-uucgwoyQw","8XKPlheNOj1ioi_zAbgcRQ","4","2018-06-29 12:16:59","2018-06-29","12:16:59","Excellent little cafe walking distance from a couple different hotels by thr aiport. Welcome break from conventional fast or mass produced food.","2019-12-29 01:12:25.950277+00"
"IAvaKutxKGyGbOPmGouMTw","0C6uuZBD7xKS-uucgwoyQw","WJB4IBwCVX6NVjuJA1fLPw","5","2018-05-30 16:11:49","2018-05-30","16:11:49","A little hard to find but a super great little cafe with great sandwiches and salads. It smells amazing and  is always very busy. I found this place while getting my boss food for a meeting and definitely will be returning from now on. I noticed on the menu a good selection of breakfast food for a good price. For the size of the salads and sandwiches, The Mission Eatery is a reasonably priced restaurant great for breakfast, a lunch break or a mid day snack.","2019-12-29 01:12:25.950277+00"
"Wz95dnzWf7kEGhsUIwNmtw","0C6uuZBD7xKS-uucgwoyQw","utjGh0V0XweisHuHM6Wn3Q","3","2017-11-06 11:13:02","2017-11-06","11:13:02","I worked at a company in that same office building for over either years, so this was my regular go-to place almost everyday for lunch and sometimes breakfast.

There are a group of office buildings in this plaza, and most of them have a sort of a cafeteria or a restaurant at the ground floor. My favourite was always the Mission Eatery.

It's a small little place, maybe 30 seats or so, but it's meant for a quick lunch break bite or so. Ownership of this place changed quite few times throughout the years, and current owner did it the best in my opinion. They revamped the menu and tweaked their best items to make them even better.
They have a website that they update every single day with the day's soup and hot main items which change everyday to give you that variety and break the routine of a fixed menu.

My star plate at this place is the Cobb salad with grilled chicken, it's probably the best cobb salad i've hd anywhere! And their Italian wedding soup (when it is available) is unreal!","2019-12-29 01:12:25.950277+00"
"e3bcgrU5aNPTRUwezeJnNA","0C6uuZBD7xKS-uucgwoyQw","J_tWHP2vBryzTkRQcgEQOw","2","2017-06-14 20:52:36","2017-06-14","20:52:36","The Mission Eatery is a nicer office style cafeteria, but nothing overly special despite what ratings might indicate. They offer up an ordinary menu with a bit of a twist as they dabble in some oriental flavors. I noticed that they do potstickers, kimchi, and even have a banh mi on their regular menu, which is impressive.

I've had some breakfast here before and it's not bad. The breakfast is a bit small and overpriced, but you're also paying for the convenience because we work right by there as well. Also came recently for lunch, and thought it wasn't so bad. I had the Chicken Deluxe Club and it was a hefty looking sandwich. It was stacked with lettuce, mayo, thin slices of bacon, and a lightly grilled chicken breast with a fried egg and cheese. The sandwich ($6.95) was good, but a bit overpriced, especially with no sides or anything. Still tasted pretty good. Ordered a minestrone soup on the side that was more like tomato water with some veggies. 

I will say that the Mission Eatery probably has better hot food than the other cafe located nearby in one of the other office buildings, but that's not saying much. Would come back again for a quick lunch, but it's by no means a gourmet food eatery.","2019-12-29 01:12:25.950277+00"
"_-QRVmlvQKm80G-6rI73aQ","0C6uuZBD7xKS-uucgwoyQw","_OkEXLN_5T9cMc3UFrLT9A","3","2016-05-28 17:46:21","2016-05-28","17:46:21","Came here looking for something other than a subway or Tim Hortons during a weekend event at the convention centre down the road.

It's tucked away in what seems to be an office building. 

Upon entering it looks like your typical cafeteria type lunch spot. I tried one of their salad bowls and it wasn't too memorable but I do remember it being packed with lots of ingredients.

I was just thankful that there were other affordable options aside from your regular lunch fast food spots.","2019-12-29 01:12:25.950277+00"
"6FBVL1GB8mP0D315K47DqQ","0CB7YB1qRSWLQvMbHw3Fmw","FAjCZoxiGw9HJKueB8YWTg","5","2014-06-04 23:49:11","2014-06-04","23:49:11","I love the fact that this location is literally behind our home!  It's never too busy like most of the Boba cafe in Chinatown.  Price is reasonable and a bit more selection.  They also take credit cards, which I love because I don't always carry cash!  

And it is located around some great Asian restaurants...great stop after dinner for some drink dessert or shaved ice!","2019-12-29 01:12:25.950277+00"
"QyU5ShRR-ZdgenS-sWqI-g","0CB7YB1qRSWLQvMbHw3Fmw","2HI9KcP8iErYxE5EJfvCTQ","2","2013-12-29 16:17:03","2013-12-29","16:17:03","i came with some friends last nite as they wanted to try fluffy snow . i had a milk tea which was eh... boba was very plain . nothing compared to  Boba City cafe . on  top of that employee was very rude. i would not come back","2019-12-29 01:12:25.950277+00"
"Qojajl0hPIBEE4LiYR0d4Q","0CB7YB1qRSWLQvMbHw3Fmw","ZpUI9ze0YlA6nMSHwx3ZYQ","3","2013-12-14 16:59:58","2013-12-14","16:59:58","Came by the other night to try their popcorn chicken. For $4.99, the chicken wasn't too fresh and the flavoring was merely okay.

...the cafe was dead upon arrival with only employees sitting down at the tables waiting for customers?!?

...they do accept credit cards.","2019-12-29 01:12:25.950277+00"
"qNNjwGTL5NOwokLaxaNnAw","0cdE2vd_zmYKPvokkkkZ1g","LQG9wFTmscbAATp8QWj1hg","5","2016-03-17 16:57:33","2016-03-17","16:57:33","I visited for the green tea bingsoo, the small size and I bought it to share! It was that big!! 

The bingsoo is shaved ice (very very very fine ice shaving, like very fine coconut shavings) plus GENEROUS green tea paste. It's not liquid syrup, it's like ice-cream texture! And lots of it! By the bottom of the bingsoo, we actually had MORE green tea left than the ice. So we have to mix it further.

Very good service!!! The petite size bingsoo was about $8 but it's shareable. There are about 5 tables in this small cafe.","2019-12-29 01:12:25.950277+00"
"rRWTKvgDUUXwKeafzj6utg","0cdE2vd_zmYKPvokkkkZ1g","3TLkvSSdXqXo2Gom7qsjsQ","2","2015-11-20 02:34:14","2015-11-20","02:34:14","After living in Korea for a year, this place was disappointing. They don't even serve Korean drinks. I've been craving a sweet potato latte for the longest time. I was also hoping this cafe would be more like an upscale Paris Baguette. Not so much.","2019-12-29 01:12:25.950277+00"
"va9W1xeWrCWIYPWZwooy1g","0cdE2vd_zmYKPvokkkkZ1g","u4iBXHU_ZCUIXymxkcsHdA","4","2015-10-07 05:33:13","2015-10-07","05:33:13","Food: 4.5/5
Service: 4/5
Cleanliness: 4/5
Price: 4.5/5

What does Le Painnamou even mean? The word is fusion - obviously the first part (pain) means bread in French, and the latter part (namou) is Korean for tree. Together, bread tree!!!! Haha. Anyway, the name suits the little bakery perfectly and as I love Korean baked goodies, this place is a total gem in my books.

The selection of bread they have is small but great; many of its selection is sold out when I visit too late during the day (tells you how popular this place can be!). During the Summer, my husband and I frequented the bakery on a regular basis to cool ourselves down during the hot and humid weather with their shaved ice dessert.

This dessert is very popular in East Asia, and many of the countries have their own authentic versions of this dessert. In Korea, shaved ice has particularly been more popular than ever during the last two years even though the dessert itself has traditionally been served for over decades. The modernized shaved ice is almost always sold in any Korean bakery or cafe you visit, and Montreal is no exception. Le Painnamou has had one of the best and most authentic shaved ice we had ever tried, beating its competitors in Seoul, Los Angeles, Toronto and Vancouver!

What makes the shaved ice at Le Painnamou better? Hubby and I believe it's the quality of the ice, which is pre-mixed with condensed milk then finely shaved to give it a dry texture that instantly melts in your mouth. The ice doesn't melt as you enjoy your dessert, which I find is very important. The bakery is also very generous when it comes to its toppings; we've visited many cafes where we were left with just regular ice at the end because there was a shortage of toppings.

Our favourite flavours are the green tea and strawberry shaved ice, but there are many more to choose from! Mango, coffee, traditional red bean, chocolate... there is a flavour for everyone and each flavour can also be enjoyed by all ages! And it's very affordable as well - the dessert is available in 3 sizes (small, medium, and large) and all are under $10.

Ever wondered if you can take the dessert to go?

Well, you can! Hubby and I visited Le Painnamou one day in September to find it completely full with no place to sit. We asked if it was possible to have it to go...and we were surprised that they were able to do it! After receiving our dessert, we enjoyed the shaved ice outside (it was still warm back then). We quite liked the to-go version; it was very well thought out and efficient!

So, before it gets any colder in Montreal, I recommend you head over to Le Painnamou and try one of their shaved ice desserts! Nestled right around Guy-Concordia, it's a great way to treat yourself after a long day of school or work, plus it's not that high in calories (at least I think...it's ice after all). We hope you enjoy it as much as we do!","2019-12-29 01:12:25.950277+00"
"dm_YJw2L0aHRbRN22118Ng","0cdE2vd_zmYKPvokkkkZ1g","FJ2yu9Pf5LIYcncoRKyzFQ","5","2014-07-23 18:15:01","2014-07-23","18:15:01","Brand new (only opened 1 week ago) Korean bakery/pastry store/cafe. Many Korean specialties (chestnut bread) as well as Western delights:fudge brownies(yummy& just right consistency),lunch breads,from pizza baguette to calmari-stuffed blackish bread stick! There are several tables at the side and back of the store,the baked goods are well displayed,hygenically sealed,or glass encased,easily accessible, (the cakes and pastries are behind the refrigerated glass counter),and competitively priced. The location is directly across from the Concordia University's Hall building ,so come this school year,this shop should be doing a very brisk business indeed.","2019-12-29 01:12:25.950277+00"
"2z5sHWG2gwWTr-Xx4hmTbw","0CElIQnJdQYF2bmsAiWczg","q7lzz0hPOvwMOqpv4hdMfw","5","2018-05-19 22:43:50","2018-05-19","22:43:50","Had their featured drink; the pink drink (strawberry, lemonade and something else) and it was great! The entire complex is super cute, it consists of the brunch/coffee shop cafe area, the ice cream shop, (what I think is a) full service restaurant, a huge courtyard, fountains for kids to play in and an area to rent out for parties. The brunch/coffee shop cafe area is perfect for getting a good brunch, for getting work done or just relaxing/hanging out. I would definitely come back here as I love the atmosphere and all the random knick-knacks that are sold!

Please check out my collection: ""The Valley's Best Coffee Shops + Houses,"" on my profile; featuring Luci's at the Orchard and other amazing Coffee Shops in Phoenix!","2019-12-29 01:12:25.950277+00"
"Ds-BI5iujCoVQSYP9EEZaA","0CElIQnJdQYF2bmsAiWczg","JvLZ3E7i2wzv3ZTgF61Mdg","3","2018-05-02 22:50:02","2018-05-02","22:50:02","We had an éclair and some other pastries here. The ambiance of the cafe and store is super cute. I bought a 3D greeting card for my grandma here. I also bought quite a few Homeboys jalapeño hot sauces from the youtube show Hot Ones where they do interviews while eating increasingly spicy hot wings.  I could have sworn that the price displayed was less than what I paid for but I was distracted at the checkout talking with my friend. I would recommend getting the chipotle hot sauce instead of the  jalapeño. I think it's more flavorful, plus it's the one they use to use on the show. They carry all sorts of knick knacks which would make good gifts. I think there were some locally produced products available. I would love it if they made locally made products a little more obvious. The jewelry was cute, but not my style. 

We dined at the next door Pomelo (pizza and such) before heading over here. Combined, it's an adorable Phoenix venue. I could see someone holding a wedding or big party here. 

The cashier and pastry case employees could have been more friendly. It was near closing time, but we didn't linger.","2019-12-29 01:12:25.950277+00"
"0bHPICjzetrRbD0ln8nwYw","0CElIQnJdQYF2bmsAiWczg","BwQxtkv9U5qdcm89pS2xAw","5","2017-07-24 20:58:31","2017-07-24","20:58:31","This is just an absolute wonderful place to hang out. 
Met some friends there yesterday for brunch and I can't wait to go back.
The grounds were beautiful! Surrounded by trees and lots of shrubs almost makes you feel like you're not in the desert. The food was delicious and they also have an ice-cream shop. Staff was super friendly. They have separate restaurants. One has more of a cafe feel as the other is a little more upscale-maybe for dinner.
This is on the top of my list of favorite places to hang out, relax and enjoy.","2019-12-29 01:12:25.950277+00"
"jnwS-yu3ziVL75W0cYfujQ","0CElIQnJdQYF2bmsAiWczg","TaE6tREf5nuzM-yVjbObgw","4","2017-05-23 18:53:14","2017-05-23","18:53:14","Cute little ""cafe"" in Phoenix. I'll admit the set up was a little confusing, especially if it was your first time. 

Initially I couldn't tell where the cafe began and the little indoor marketplace ended. The food is was simple and delicious. The drinks were good as well.

The girls were super nice and made my friend and me feel very welcome.

The only complaint I have is the parking is slightly confusing, and the prices are a little too high. However, being in that part of Phoenix, it's a given.

Luci's was cute and a great experience!","2019-12-29 01:12:25.950277+00"
"kQ2vYjnTYvm6IMo629Ab7w","0CElIQnJdQYF2bmsAiWczg","I-v3fcNEPJIonF35QEBa9g","5","2017-04-06 16:02:44","2017-04-06","16:02:44","Nice place! Found this place after a recommendation from another cafe. Has a rustic and modern feel. Food is good.","2019-12-29 01:12:25.950277+00"
"4odwcKgUYBWn2DyR84npfA","0CElIQnJdQYF2bmsAiWczg","HUEflO265PSWF3ix89VWTQ","1","2017-03-10 23:32:15","2017-03-10","23:32:15","The Orchard is a nice place to sit outside and enjoy the weather. Luci on the other hand is pricey for a glob of yogurt. I ordered the Birchermuesll Moose which was suppose to be a bowl of Muesli with yogurt.  There must have been a tablespoon of Muesli and the rest yogurt in a small cup.  Choice of tea...black or green.  And why does it advertise itself as a gourmet market and cafe?  Nothing gourmet about it.  So many other similar places in the valley who do a much better.","2019-12-29 01:12:25.950277+00"
"0MfejyPTN3ojCgwNgIpMLA","0CElIQnJdQYF2bmsAiWczg","-K99a--0wmkMrn-DVUPhDw","5","2016-12-28 17:40:47","2016-12-28","17:40:47","A great place for families... Delicious food and room for the kids to play. More of a cafe type atmosphere (which we love).

We live in the neighborhood and find that this is a charming place to take out-of-town family for a relaxed meal.","2019-12-29 01:12:25.950277+00"
"_liXpRYZYfKp3p-E1vOdlg","0CElIQnJdQYF2bmsAiWczg","CB1PvRPZOfns3hGBhqL9Bw","4","2016-07-24 13:24:22","2016-07-24","13:24:22","Nice little cafe with trinkets and doodads for sale on the side. Very cool location, a converted nursery that now houses a couple of restaurants and shops in a quiet neighborhood setting. Solid breakfast offerings.","2019-12-29 01:12:25.950277+00"
"DvHesYW9ILex8yh7vVH4Zg","0CElIQnJdQYF2bmsAiWczg","MOJBcjCHW-Kzbh53EscFBg","5","2016-06-17 07:40:41","2016-06-17","07:40:41","This is such a great cafe! I would never have found this place unless I was invited by my friends. Food was delicious and price was sorta pricy but nothing exorbitant. I would definitely go back again and again and also tell more people about this place!","2019-12-29 01:12:25.950277+00"
"dd9UpzSMU-RbKUKOLcUq2A","0cf-w9PK5gLkBkitL3bdqw","TAxEXlveQ5JrRsZ3Uta8BA","3","2013-11-01 02:57:55","2013-11-01","02:57:55","I was shopping at Sprouts next door to this place debating on if I wanted to go home and cook or tryout this place and this place won! I wasn't sure what to expect when walking through the doors on a Sat evening around 7pm but I was starving and didn't feel like cooking. I had only tried Indian food once in my life about 10 years ago but I figured why not? To my surprise it was great as far as food was concerned! The ambiance was not great at all and it was one large room and to some degree resembled a cafeteria. I wouldn't suggest taking your first date here but if you are up for some great food in a casual atmosphere its a great choice for Indian food. I loved the variety of flat breads they had to offer and the menu is very extensive and they do  a great job of breaking down your choices and categorizing it to your liking. Our waiter was great and had some really great suggestions. He recommended that we stop by during lunch time because they offer a lunch buffet that has a little bit of everything and has accumulated great reviews from the locals. Overall, the service was great and I really enjoyed the food options I chose and the extensive menu that makes me want to come back to try something new:)","2019-12-29 01:12:25.950277+00"
"4Lo65-v1GuT9jo8NRs_gXw","0C-gU0A_jxkl2ukTlCmhmQ","Rp1_suVRaH7Fha0RsT9u5Q","3","2017-02-20 15:43:49","2017-02-20","15:43:49","I'm so awful at bowling but boy is it fun! This place is a chain of bowling alleys all around the valley.  

It's pretty much genetic. We had to wait 30 mins for a lane which wasn't bad since it was a holiday weekend.  

We waited patiently near the bar area.. you can play pool and order drinks. 

As 15 mins go by and NO comes to us to asked us if we were thirsty, if we were alive or even hungry.  I hate that.... 

We finally heard our names over the (low) loud speakers.  

The best part about this place was the price.  After 7pm it's $2.00 a game.  That's what I'm talking about!

 It's not Lucky Strikes!.... but it was good!

The food is cafeteria food, so order at your own RISK! 

If you're looking for some fun.... it's a cool place to go!","2019-12-29 01:12:25.950277+00"
"f7rKz2xU7iiSGWurFG-8Qg","0cjjoeuuWcgrFFe0qd-eOw","vInhYl7i3v9UsYkmcm_ZUA","3","2013-09-24 17:47:18","2013-09-24","17:47:18","I only really shop at sheetz if i have to. I go here mostly for the free gas or if i need emergency gas. I prefer to get my gas at Sunoco so i don't really get it here. If you are the average consumer and non biased there are good benefits to shopping here and getting gas.

They have this sheetz card that you can get in the store and can sign up with online. You save $.03 cents a gallon when you use this card which i guess after a while with count for something. They have more than enough pumps. Close to 15 or so i think all with credit card functions and those window washer squeegee things. 

Inside is almost like a convenience store. They have  coolers full of drinks from soda to milk, juice and energy drinks. They have an icee machines with really cool flavors along with a milkshake machine. You can choose the flavor milkshakes they have available and the machine makes it for you. They also have a MTO counter that offers hot foods, sandwiches and even latte's. I use to get their breakfast sandwiches a lot but have since changed my eating habits. 

The choices of food they have are becoming more and more mainstream like chicken and pizza but i wouldn't eat that stuff at a gas station anyway. The have a walk in cooler that sells two liters and 12 packs of soda for anyone who needs it cold right away. I guess it would cater best to family's coming through town who need cold soda right away. 

Beyond the aisles of chips and pop are your common gas station items, candy, energy bars, medicine, donuts things like that. They have an eat in cafe with about tables for 15 to 20 people so if you order something you can have a place to eat it other than in your car. They keep this store fairly clean and the bathrooms are awesome. Maybe the only bathrooms that are worthy of being in at a gas station. The big down side of this place is that they usually only have two registers open but typically have too many guest to cater too. They should have more cashiers to meet the demand of consumers.","2019-12-29 01:12:25.950277+00"
